2024-01-25 15:41:33,,40.450
2024-01-25 15:46:36,,40.450
2024-01-25 15:46:56,,40.450
2024-01-25 15:47:16,,40.450
2024-01-25 15:47:49,,40.450
2024-01-25 15:48:09,,40.450
2024-01-25 15:48:30,,40.450
2024-01-25 15:48:51,,40.450
2024-01-25 15:49:11,,40.450
2024-01-25 15:49:31,,40.450
2024-01-25 15:50:04,,40.450
2024-01-25 16:36:55,,40.450
2024-01-25 16:38:49,,40.450
2024-01-25 16:39:09,,40.450
2024-01-25 16:39:14,,40.450
2024-01-25 16:39:19,,40.450
2024-01-25 16:39:24,,40.450
2024-01-25 16:39:29,,40.450
2024-01-25 16:39:31,,40.450
2024-01-25 16:39:33,,40.450
2024-01-25 16:39:35,,40.450
2024-01-25 16:39:37,,40.450
2024-01-25 16:39:39,,40.450
2024-01-25 16:39:41,,40.450
2024-01-25 16:40:01,,40.450
